#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2013-08-25T17:27:42 [V1.97 (28-Nov-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.97 (28-Nov-2012) 
#INFO -ref=VIZ521a3aed13e2 
#INFO -out.max=1000 
#INFO queryParameters=13 
#-oc.form=sexa
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/139/2300&tab:{J/AJ/139/2300/table1}&key:source=J/AJ/139/2300&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-source=J/AJ/139/2300/table1
#-order=I
#-out=Filter
#-out=ID
#-out=HJD
#-out=mag
#-out=e_mag
#

#RESOURCE=yCat_51392300
#Name: J/AJ/139/2300
#Title: BVIc light curves of 3 type II Cepheids (Rabidoux+, 2010)
#Table J_AJ_139_2300_table1:
#Name: J/AJ/139/2300/table1
#Title: BVIc photometry of V154 in M3, V42 and V84 in M5 \vizContent{timeSerie}(\wGraph{J/AJ/139/2300/./table1}{}{light curve})
#---Details of Columns:
    Filter      (A1)    [BVI] Photometry filter in the Johnson-Cousins system [ucd=instr.bandpass]
    ID          (A4)    Identification number for the variable star [ucd=meta.id;meta.main]
    HJD (d)     (F11.3) Heliocentric Julian Date of mid-exposure [ucd=time.epoch]
    mag (mag)   (F6.3)  Observed magnitude in Filter [ucd=phot.mag]
    e_mag (mag) (F6.3)  Uncertainty in mag [ucd=stat.error;phot.mag]
- ---- ----------- ------ ------
V V154 2452782.589 12.770  0.030
V V154 2452786.670 11.880  0.020
V V154 2452796.624 12.950  0.020
V V154 2452800.621 11.820  0.010
V V154 2452800.623 11.860  0.010
V V154 2452807.625 12.450  0.030
V V154 2452807.626 12.420  0.020
V V154 2452810.620 12.700  0.030
V V154 2452812.585 12.850  0.020
V V154 2452813.631 12.550  0.030
V V154 2452814.584 12.270  0.010
V V154 2452815.632 12.050  0.010
V V154 2452815.637 12.050  0.010
V V154 2452821.603 12.270  0.010
V V154 2452821.609 12.210  0.020
V V154 2452822.587 12.360  0.020
V V154 2452823.578 12.530  0.020
V V154 2452823.726 12.620  0.020
V V154 2452823.733 12.550  0.020
V V154 2452835.620 12.240  0.010
V V154 2452836.585 12.320  0.020
V V154 2452839.625 12.610  0.030
V V154 2452843.583 12.910  0.030
V V154 2452844.584 12.600  0.020
V V154 2452844.621 12.600  0.020
V V154 2452844.626 12.580  0.020
V V154 2452845.587 12.170  0.020
V V154 2452849.581 12.150  0.020
V V154 2452850.630 12.150  0.020
V V154 2453142.582 12.240  0.020
V V154 2453142.584 12.220  0.020
V V154 2453144.626 12.550  0.030
V V154 2453153.623 11.930  0.010
V V154 2453159.627 12.370  0.020
V V154 2453160.623 12.670  0.020
V V154 2453171.671 12.270  0.020
V V154 2453171.587 12.240  0.020
V V154 2453172.624 12.300  0.010
V V154 2453174.622 12.440  0.020
V V154 2453176.579 12.640  0.030
V V154 2453177.628 13.030  0.030
V V154 2453179.621 12.760  0.030
V V154 2453185.664 12.330  0.010
V V154 2453185.583 12.170  0.020
V V154 2453185.625 12.170  0.020
V V154 2453186.630 12.310  0.020
V V154 2453187.625 12.300  0.020
V V154 2453188.580 12.330  0.010
V V154 2453194.631 13.230  0.020
V V154 2453201.631 12.300  0.020
V V154 2453202.628 12.340  0.020
V V154 2453204.623 12.510  0.040
V V154 2453205.585 12.430  0.020
V V154 2453212.581 12.210  0.020
V V154 2453213.579 11.960  0.010
V V154 2453214.585 11.940  0.010
V V154 2453215.622 12.120  0.020
V V154 2453216.583 12.260  0.020
I V154 2452806.626 11.470  0.020
I V154 2452807.624 11.620  0.020
I V154 2452807.629 11.640  0.020
I V154 2452810.626 12.070  0.020
I V154 2452811.705 12.030  0.030
I V154 2452812.628 12.030  0.030
I V154 2452813.622 11.920  0.040
I V154 2452814.588 11.700  0.030
I V154 2452815.583 11.500  0.020
I V154 2452821.613 11.580  0.010
I V154 2452821.618 11.580  0.010
I V154 2452822.583 11.590  0.020
I V154 2452823.580 11.680  0.030
I V154 2452839.630 11.830  0.020
I V154 2452843.586 12.130  0.030
I V154 2452844.597 11.870  0.030
I V154 2452844.630 12.000  0.020
I V154 2452844.633 12.030  0.010
I V154 2452845.580 11.650  0.020
I V154 2452849.580 11.380  0.020
I V154 2452850.624 11.450  0.020
I V154 2453144.622 11.730  0.020
I V154 2453153.631 11.420  0.010
I V154 2453159.625 11.670  0.020
I V154 2453160.626 11.870  0.020
I V154 2453171.664 11.540  0.020
I V154 2453171.588 11.520  0.010
I V154 2453172.629 11.560  0.010
I V154 2453174.619 11.660  0.010
I V154 2453176.586 12.020  0.020
I V154 2453177.629 12.210  0.020
I V154 2453179.629 12.140  0.020
I V154 2453185.672 11.600  0.010
I V154 2453185.625 11.520  0.010
I V154 2453186.623 11.620  0.010
I V154 2453187.621 11.590  0.010
I V154 2453188.581 11.560  0.010
I V154 2453194.628 12.280  0.020
I V154 2453201.625 11.630  0.010
I V154 2453202.629 11.610  0.020
I V154 2453204.621 11.720  0.020
I V154 2453205.587 11.700  0.020
I V154 2453212.585 11.750  0.010
I V154 2453213.586 11.540  0.010
I V154 2453214.584 11.420  0.010
I V154 2453215.621 11.490  0.020
I V154 2453216.578 11.600  0.010
I V154 2453223.580 12.030  0.030
B V42  2452763.604 11.853  0.005
B V42  2452763.606 11.867  0.005
B V42  2452782.645 11.367  0.009
B V42  2452782.648 11.341  0.006
B V42  2452796.648 12.539  0.009
B V42  2452796.650 12.504  0.005
B V42  2452800.653 12.631  0.007
B V42  2452800.655 12.624  0.008
B V42  2452811.775 11.728  0.007
B V42  2452812.661 11.730  0.009
B V42  2452813.651 11.745  0.005
B V42  2452814.637 11.816  0.006
B V42  2452815.632 11.877  0.004
B V42  2452815.661 11.887  0.007
B V42  2452815.667 11.980  0.005
B V42  2452821.663 12.448  0.014
B V42  2452821.669 12.446  0.020
B V42  2452822.635 12.513  0.004
B V42  2452823.630 12.609  0.019
B V42  2452839.642 11.713  0.005
B V42  2452844.619 12.190  0.004
B V42  2452844.624 12.018  0.008
B V42  2452844.630 12.030  0.008
B V42  2452845.613 12.294  0.004
B V42  2452849.668 12.665  0.004
B V42  2452870.613 12.272  0.005
B V42  2452871.586 12.367  0.009
B V42  2452872.602 12.576  0.009
B V42  2453144.665 11.569  0.004
B V42  2453146.619 11.895  0.007
B V42  2453159.630 12.662  0.005
B V42  2453160.630 12.677  0.008
B V42  2453171.712 11.751  0.006
B V42  2453171.629 11.702  0.005
B V42  2453172.621 11.725  0.005
B V42  2453174.628 11.785  0.004
B V42  2453176.619 11.886  0.006
B V42  2453177.668 12.002  0.004
B V42  2453179.644 12.326  0.006
B V42  2453185.669 12.737  0.016
B V42  2453185.659 12.752  0.004
B V42  2453185.661 12.753  0.004
B V42  2453186.628 12.698  0.010
B V42  2453187.623 12.572  0.015
B V42  2453188.618 12.287  0.006
B V42  2453194.619 11.388  0.012
B V42  2453201.625 11.848  0.014
B V42  2453202.623 11.937  0.009
B V42  2453205.603 12.252  0.006
B V42  2453212.621 12.527  0.009
B V42  2453213.620 12.343  0.011
B V42  2453214.622 11.945  0.011
B V42  2453216.622 10.845  0.014
B V42  2453223.607 11.694  0.003
B V42  2453859.613 11.067  0.003
B V42  2453860.621 10.899  0.006
B V42  2453883.591 11.864  0.009
B V42  2453884.647 11.241  0.009
B V42  2453884.673 11.162  0.008
B V42  2453935.619 11.662  0.004
B V42  2453936.623 11.056  0.005
B V42  2453937.605 10.947  0.002
B V42  2453940.590 11.320  0.005
B V42  2453942.647 11.516  0.007
B V42  2453943.588 11.514  0.009
B V42  2453951.619 12.150  0.004
V V42  2452763.599 11.154  0.004
V V42  2452763.601 11.139  0.004
V V42  2452782.653 10.873  0.005
V V42  2452782.655 10.886  0.003
V V42  2452796.654 11.716  0.004
V V42  2452796.655 11.693  0.003
V V42  2452800.661 11.907  0.007
V V42  2452800.665 11.892  0.005
V V42  2452811.770 11.048  0.005
V V42  2452812.653 11.046  0.005
V V42  2452813.655 11.080  0.006
V V42  2452814.640 11.100  0.010
V V42  2452815.665 11.208  0.003
V V42  2452815.670 11.208  0.004
V V42  2452821.624 11.711  0.009
V V42  2452821.629 11.720  0.008
V V42  2452823.632 11.788  0.005
V V42  2452835.668 10.948  0.003
V V42  2452839.648 11.078  0.004
V V42  2452844.620 11.436  0.003
V V42  2452844.622 11.435  0.004
V V42  2452844.624 11.411  0.007
V V42  2452845.619 11.512  0.006
V V42  2452849.664 11.870  0.006
V V42  2452864.599 10.992  0.005
V V42  2452870.618 11.446  0.005
V V42  2452871.590 11.541  0.007
V V42  2452872.605 11.696  0.007
V V42  2453144.671 11.033  0.004
V V42  2453146.629 11.088  0.009
V V42  2453153.628 11.595  0.005
V V42  2453159.627 11.938  0.006
V V42  2453160.626 11.991  0.008
V V42  2453171.634 11.069  0.010
V V42  2453171.711 11.135  0.005
V V42  2453172.626 11.111  0.004
V V42  2453174.620 11.156  0.004
V V42  2453176.622 11.163  0.003
V V42  2453177.671 11.249  0.004
V V42  2453179.650 11.496  0.003
V V42  2453185.665 11.956  0.003
V V42  2453185.668 11.950  0.003
V V42  2453185.669 12.155  0.030
V V42  2453186.627 11.988  0.009
V V42  2453187.619 11.922  0.011
V V42  2453188.619 11.663  0.006
V V42  2453194.623 10.942  0.012
V V42  2453201.621 11.218  0.009
V V42  2453202.705 11.295  0.008
V V42  2453205.609 11.471  0.006
V V42  2453212.624 11.884  0.010
V V42  2453213.623 11.775  0.012
V V42  2453214.620 11.496  0.011
V V42  2453215.656 10.909  0.010
V V42  2453216.622 10.607  0.013
V V42  2453223.610 11.070  0.004
V V42  2453522.585 11.727  0.005
V V42  2453523.579 11.408  0.005
V V42  2453523.581 11.417  0.005
V V42  2453859.609 10.657  0.006
V V42  2453860.619 10.508  0.004
V V42  2453883.589 11.316  0.008
V V42  2453884.652 10.884  0.012
V V42  2453884.671 10.755  0.019
V V42  2453935.617 11.176  0.004
V V42  2453936.621 10.678  0.005
V V42  2453937.603 10.530  0.006
V V42  2453940.588 10.784  0.007
V V42  2453942.645 10.921  0.006
V V42  2453943.586 10.905  0.009
V V42  2453951.615 11.395  0.004
I V42  2452811.748 10.292  0.003
I V42  2452813.619 10.291  0.008
I V42  2452814.621 10.329  0.007
I V42  2452815.578 10.334  0.014
I V42  2452815.668 10.383  0.005
I V42  2452815.671 10.385  0.004
I V42  2452821.661 10.761  0.004
I V42  2452821.663 10.767  0.006
I V42  2452823.581 10.904  0.006
I V42  2452844.578 10.528  0.008
I V42  2452844.661 10.553  0.004
I V42  2452844.664 10.551  0.005
I V42  2452845.581 10.602  0.017
I V42  2452849.662 10.965  0.007
I V42  2452872.584 10.752  0.013
I V42  2453144.671 10.325  0.005
I V42  2453146.621 10.325  0.006
I V42  2453153.621 10.605  0.004
I V42  2453159.621 11.047  0.004
I V42  2453160.620 11.124  0.006
I V42  2453171.705 10.392  0.006
I V42  2453172.627 10.346  0.004
I V42  2453174.622 10.370  0.004
I V42  2453176.585 10.360  0.005
I V42  2453177.620 10.423  0.008
I V42  2453179.620 10.606  0.006
I V42  2453185.628 11.065  0.008
I V42  2453185.630 11.078  0.008
I V42  2453186.622 11.102  0.009
I V42  2453187.622 11.073  0.012
I V42  2453188.586 10.929  0.007
I V42  2453194.626 10.292  0.011
I V42  2453201.620 10.367  0.015
I V42  2453202.703 10.444  0.010
I V42  2453205.578 10.579  0.010
I V42  2453212.629 11.025  0.013
I V42  2453213.628 11.005  0.010
I V42  2453214.622 10.812  0.012
I V42  2453216.619 10.173  0.016
I V42  2453859.618 10.149  0.016
I V42  2453860.623 10.017  0.004
I V42  2453883.593 10.658  0.011
I V42  2453884.655 10.331  0.012
I V42  2453884.674 10.261  0.020
I V42  2453935.619 10.563  0.006
I V42  2453936.623 10.185  0.008
I V42  2453937.605 10.041  0.007
I V42  2453940.590 10.128  0.008
I V42  2453942.647 10.188  0.011
I V42  2453951.617 10.516  0.003
B V84  2452763.604 12.674  0.010
B V84  2452763.606 12.655  0.007
B V84  2452782.645 12.374  0.008
B V84  2452782.648 12.343  0.007
B V84  2452796.648 11.440  0.006
B V84  2452796.650 11.386  0.009
B V84  2452800.653 11.793  0.007
B V84  2452800.655 11.786  0.010
B V84  2452806.655 12.023  0.006
B V84  2452811.775 12.651  0.008
B V84  2452812.661 12.752  0.007
B V84  2452813.651 12.836  0.009
B V84  2452814.637 12.805  0.010
B V84  2452815.632 12.754  0.017
B V84  2452815.661 12.821  0.015
B V84  2452815.667 12.948  0.016
B V84  2452821.663 11.301  0.013
B V84  2452821.669 11.435  0.022
B V84  2452823.630 11.271  0.002
B V84  2452835.655 12.200  0.006
B V84  2452839.642 12.870  0.006
B V84  2452844.619 12.990  0.008
B V84  2452844.624 12.908  0.012
B V84  2452844.630 12.926  0.017
B V84  2452845.613 12.746  0.007
B V84  2452864.596 12.453  0.006
B V84  2452870.613 12.756  0.008
B V84  2452871.586 12.592  0.008
B V84  2452872.602 12.293  0.009
B V84  2453144.665 11.469  0.005
B V84  2453146.619 11.676  0.007
B V84  2453159.630 12.325  0.008
B V84  2453160.630 12.504  0.006
B V84  2453171.712 11.703  0.006
B V84  2453171.629 11.698  0.004
B V84  2453172.621 11.508  0.006
B V84  2453174.628 11.488  0.008
B V84  2453176.619 11.706  0.006
B V84  2453177.668 11.778  0.003
B V84  2453179.644 11.762  0.007
B V84  2453185.669 12.165  0.019
B V84  2453185.659 12.181  0.005
B V84  2453185.661 12.127  0.006
B V84  2453186.628 12.300  0.010
B V84  2453187.623 12.384  0.015
B V84  2453188.618 12.472  0.007
B V84  2453194.619 12.477  0.012
B V84  2453201.625 11.451  0.014
B V84  2453202.623 11.651  0.009
B V84  2453205.603 11.882  0.005
B V84  2453212.621 12.183  0.007
B V84  2453213.620 12.320  0.010
B V84  2453214.622 12.498  0.011
B V84  2453216.622 12.770  0.014
B V84  2453223.607 12.769  0.007
B V84  2453859.613 12.673  0.013
B V84  2453860.621 12.737  0.015
B V84  2453883.591 12.785  0.010
B V84  2453884.673 12.909  0.008
B V84  2453884.647 12.983  0.008
B V84  2453910.610 12.683  0.008
B V84  2453935.619 12.501  0.007
B V84  2453936.623 12.634  0.006
B V84  2453937.605 12.762  0.011
B V84  2453940.590 13.078  0.009
B V84  2453942.647 12.995  0.010
B V84  2453943.588 12.815  0.013
B V84  2453951.619 11.718  0.004
V V84  2452763.599 11.959  0.007
V V84  2452763.601 11.944  0.007
V V84  2452782.652 11.532  0.004
V V84  2452782.653 11.543  0.004
V V84  2452796.654 10.976  0.004
V V84  2452796.655 10.954  0.004
V V84  2452800.661 11.163  0.007
V V84  2452806.658 11.256  0.003
V V84  2452811.770 11.776  0.005
V V84  2452812.653 11.857  0.003
V V84  2452813.655 11.895  0.006
V V84  2452814.640 11.950  0.006
V V84  2452815.665 12.036  0.008
V V84  2452815.669 11.962  0.005
V V84  2452815.670 12.033  0.008
V V84  2452821.624 10.995  0.007
V V84  2452821.629 11.001  0.006
V V84  2452823.632 10.802  0.011
V V84  2452835.668 11.414  0.005
V V84  2452836.634 11.513  0.008
V V84  2452839.648 11.937  0.007
V V84  2452844.620 12.240  0.005
V V84  2452844.622 12.242  0.007
V V84  2452844.624 12.217  0.007
V V84  2452845.619 12.025  0.007
V V84  2452849.664 10.826  0.004
V V84  2452864.599 11.634  0.008
V V84  2452870.618 12.034  0.011
V V84  2452871.534 11.923  0.006
V V84  2452872.605 11.696  0.008
V V84  2453144.671 11.100  0.004
V V84  2453146.629 11.046  0.007
V V84  2453152.722 11.101  0.003
V V84  2453153.628 11.216  0.005
V V84  2453159.627 11.534  0.005
V V84  2453160.626 11.660  0.005
V V84  2453171.711 11.239  0.005
V V84  2453171.634 11.186  0.007
V V84  2453172.626 11.081  0.005
V V84  2453174.620 11.040  0.005
V V84  2453176.622 11.111  0.003
V V84  2453177.671 11.159  0.003
V V84  2453179.650 11.099  0.004
V V84  2453185.669 11.390  0.009
V V84  2453185.665 11.368  0.004
V V84  2453185.668 11.363  0.004
V V84  2453186.627 11.508  0.009
V V84  2453187.619 11.587  0.011
V V84  2453188.619 11.624  0.005
V V84  2453194.623 11.818  0.010
V V84  2453201.621 11.036  0.008
V V84  2453177.879 11.148  0.007
V V84  2453205.609 11.205  0.005
V V84  2453212.624 11.387  0.009
V V84  2453213.623 11.493  0.011
V V84  2453214.620 11.634  0.010
V V84  2453215.656 11.735  0.007
V V84  2453216.622 11.847  0.012
V V84  2453223.610 11.972  0.009
V V84  2453522.585 11.066  0.005
V V84  2453522.586 11.066  0.004
V V84  2453523.579 11.111  0.004
V V84  2453523.581 11.112  0.003
V V84  2453859.609 11.883  0.008
V V84  2453860.619 12.002  0.017
V V84  2453883.589 11.826  0.007
V V84  2453884.671 11.961  0.011
V V84  2453884.652 12.040  0.010
V V84  2453910.608 11.802  0.003
V V84  2453935.617 11.647  0.007
V V84  2453936.621 11.734  0.005
V V84  2453937.603 11.864  0.008
V V84  2453940.588 12.170  0.006
V V84  2453942.645 12.174  0.012
V V84  2453943.586 12.042  0.010
V V84  2453951.615 10.987  0.003
I V84  2452806.623 10.416  0.004
I V84  2452811.748 10.838  0.006
I V84  2452812.619 10.879  0.005
I V84  2452813.619 10.954  0.011
I V84  2452814.621 11.027  0.009
I V84  2452815.578 11.056  0.016
I V84  2452815.668 11.105  0.006
I V84  2452815.671 11.104  0.005
I V84  2452821.661 10.437  0.006
I V84  2452821.663 10.447  0.005
I V84  2452839.628 10.973  0.006
I V84  2452844.578 11.290  0.007
I V84  2452844.661 11.337  0.005
I V84  2452844.664 11.324  0.005
I V84  2452845.581 11.119  0.012
I V84  2452864.578 10.729  0.005
I V84  2452871.584 11.105  0.012
I V84  2452872.584 10.935  0.013
I V84  2453144.671 10.556  0.005
I V84  2453146.621 10.435  0.008
I V84  2453153.621 10.365  0.004
I V84  2453159.621 10.638  0.005
I V84  2453160.620 10.727  0.005
I V84  2453171.619 10.578  0.009
I V84  2453171.705 10.616  0.006
I V84  2453172.627 10.497  0.004
I V84  2453174.622 10.427  0.005
I V84  2453176.585 10.403  0.003
I V84  2453177.620 10.390  0.006
I V84  2453179.620 10.342  0.004
I V84  2453185.628 10.470  0.005
I V84  2453185.630 10.472  0.005
I V84  2453185.703 10.515  0.009
I V84  2453186.622 10.592  0.008
I V84  2453187.622 10.677  0.011
I V84  2453188.586 10.704  0.008
I V84  2453194.626 10.999  0.009
I V84  2453201.620 10.417  0.014
I V84  2453202.703 10.470  0.008
I V84  2453205.578 10.421  0.008
I V84  2453212.629 10.507  0.011
I V84  2453213.628 10.572  0.009
I V84  2453214.622 10.682  0.010
I V84  2453216.619 10.873  0.013
I V84  2453859.618 10.956  0.011
I V84  2453860.623 11.010  0.008
I V84  2453883.593 10.830  0.011
I V84  2453884.655 10.811  0.011
I V84  2453884.674 10.948  0.015
I V84  2453910.613 10.832  0.006
I V84  2453935.619 10.674  0.005
I V84  2453936.623 10.770  0.008
I V84  2453937.605 10.873  0.007
I V84  2453940.590 11.188  0.008
I V84  2453942.647 11.234  0.007
I V84  2453943.588 11.171  0.015
I V84  2453951.617 10.240  0.003

#END#  -ref=VIZ521a3aed13e2 ================================================================================================================================================
